direction_group,layer,seed,signal_scale,sae_latents,l1_coef,condition,mean_recovery,median_recovery,min_recovery,max_recovery,frac_recovered,mean_snr
strong,4,2,0.01,512,0.001,topK20_K512_mixed,0.04817674516255301,0.04882875631548743,0.04346412788553349,0.052798288347188874,0.0,3.6451666666666664
strong,4,2,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,2,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,2,0.01,512,0.001,random_pair_delta_control,0.05606534259297382,0.057553428929171396,0.04783071489265086,0.05962669174695693,0.0,3.6451666666666664
strong,4,0,0.01,2048,0.001,standard_L1_K2048_mixed,0.07507947982339148,0.07431381231223613,0.060356282816784394,0.08873426859414568,0.0,3.6451666666666664
strong,4,0,0.01,2048,0.001,topK20_K2048_mixed,0.06557775947270003,0.0692716367126461,0.04503718595817078,0.07636208699127313,0.0,3.6451666666666664
strong,4,0,0.01,2048,0.001,delta_K2048,0.3808983006624966,0.3901706467158148,0.10035594771516916,0.7402568276150936,0.6666666666666666,3.6451666666666664
strong,4,0,0.01,2048,0.001,random_label_control,0.0161645112860228,0.013322166661184558,0.008571613768050938,0.028813420896915645,0.0,3.6451666666666664
strong,4,0,0.01,2048,0.001,random_pair_delta_control,0.05927157678555029,0.05908070037748374,0.053700938819382246,0.06541023366894341,0.0,3.6451666666666664
strong,4,1,0.01,2048,0.001,standard_L1_K2048_mixed,0.05832650320908656,0.057597765284961834,0.05156643140965896,0.067788684457543,0.0,3.6451666666666664
strong,4,1,0.01,2048,0.001,topK20_K2048_mixed,0.06201925266009034,0.06298457991276939,0.04609464235844451,0.0771062427526755,0.0,3.6451666666666664
strong,4,1,0.01,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,1,0.01,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,1,0.01,2048,0.001,random_pair_delta_control,0.0614601543274649,0.06173757495464248,0.04757518839292621,0.07485212714476994,0.0,3.6451666666666664
strong,4,2,0.01,2048,0.001,standard_L1_K2048_mixed,0.06304915697723196,0.0614794636896897,0.05571135873200949,0.07018089138403069,0.0,3.6451666666666664
strong,4,2,0.01,2048,0.001,topK20_K2048_mixed,0.06102174359613568,0.058743750361011864,0.04889285759602401,0.08569212363674891,0.0,3.6451666666666664
strong,4,2,0.01,2048,0.001,delta_K2048,0.3329200412530357,0.3096652993570657,0.02507996085814034,0.9147752887452285,0.5,3.6451666666666664
strong,4,2,0.01,2048,0.001,random_label_control,0.016286194675270618,0.01636676846886351,0.003060964530858258,0.02809915835898965,0.0,3.6451666666666664
strong,4,2,0.01,2048,0.001,random_pair_delta_control,0.06337888109313616,0.06492277629932784,0.053355242422361705,0.07333209069139746,0.0,3.6451666666666664
strong,4,0,0.02,512,0.001,standard_L1_K512_mixed,0.06687784352892524,0.06288386534804581,0.05945896341166083,0.07879404973630069,0.0,3.6451666666666664
strong,4,0,0.02,512,0.001,topK20_K512_mixed,0.05725894662893944,0.05714178793398972,0.0470437349513755,0.07189465872822284,0.0,3.6451666666666664
strong,4,0,0.02,512,0.001,delta_K512,0.33538197356273397,0.20453639843339366,0.20007298096739567,0.9921048610263083,0.16666666666666666,3.6451666666666664
strong,4,0,0.02,512,0.001,random_label_control,0.0148397014894637,0.009939056314596842,0.0008205726819887395,0.03379096342817268,0.0,3.6451666666666664
strong,4,0,0.02,512,0.001,random_pair_delta_control,0.050280164575994706,0.04991193894353338,0.04471844557861267,0.05790141732055539,0.0,3.6451666666666664
strong,4,1,0.02,512,0.001,standard_L1_K512_mixed,0.05115699745174079,0.05001953115433945,0.046232599213750634,0.057612676547744796,0.0,3.6451666666666664
strong,4,1,0.02,512,0.001,topK20_K512_mixed,0.055607074152953885,0.05659676428724275,0.04818492154590708,0.06451684196183818,0.0,3.6451666666666664
strong,4,1,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,1,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,1,0.02,512,0.001,random_pair_delta_control,0.05396334608974421,0.053087577516762095,0.04636210775190085,0.06304363440670394,0.0,3.6451666666666664
strong,4,2,0.02,512,0.001,standard_L1_K512_mixed,0.05396252052922031,0.05331038041245366,0.044851779634624056,0.061006587789845315,0.0,3.6451666666666664
strong,4,2,0.02,512,0.001,topK20_K512_mixed,0.05129521676458775,0.05007332395733362,0.04150849504344371,0.06574683640766484,0.0,3.6451666666666664
strong,4,2,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,2,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,3.6451666666666664
strong,4,2,0.02,512,0.001,random_pair_delta_control,0.05587467362923621,0.05812473467324339,0.0447741136745949,0.05999495549131908,0.0,3.6451666666666664
strong,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,0.07396517270621357,0.07345268313316286,0.0605532444427972,0.08620614138030168,0.0,3.6451666666666664
strong,4,0,0.02,2048,0.001,topK20_K2048_mixed,0.061643780103449196,0.06363999006405284,0.046875049506184006,0.07336903330398983,0.0,3.6451666666666664
strong,4,0,0.02,2048,0.001,delta_K2048,0.9921549975299947,0.9926819650020638,0.9905761457849771,0.9930243167248508,1.0,3.6451666666666664
strong,4,0,0.02,2048,0.001,random_label_control,0.03782127058855389,0.03690817514592329,0.023569694825501825,0.05386154695695087,0.0,3.6451666666666664
strong,4,0,0.02,2048,0.001,random_pair_delta_control,0.05889084865363223,0.05823265520624546,0.05398891616740607,0.06571745496822944,0.0,3.6451666666666664
strong,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,0.058042316528957714,0.05780076060075477,0.04989859291441028,0.06543118092284518,0.0,3.6451666666666664
strong,4,1,0.02,2048,0.001,topK20_K2048_mixed,0.05851447113967715,0.05409288052955893,0.04733566695280947,0.08689385098977617,0.0,3.6451666666666664
strong,4,1,0.02,2048,0.001,delta_K2048,0.9932257293944421,0.9933518151560978,0.9918262663330014,0.9943580011234769,1.0,3.6451666666666664
strong,4,1,0.02,2048,0.001,random_label_control,0.0379491996514444,0.033421467066819595,0.023498509233779576,0.05562957384231557,0.0,3.6451666666666664
strong,4,1,0.02,2048,0.001,random_pair_delta_control,0.061395021780102754,0.0625792052187903,0.04805634491276978,0.07219605520076393,0.0,3.6451666666666664
strong,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,0.06401914722599705,0.060977732912388144,0.05846279748837533,0.07451432597511619,0.0,3.6451666666666664
strong,4,2,0.02,2048,0.001,topK20_K2048_mixed,0.053117385596810264,0.05185050827755067,0.04387245186689703,0.0661257968385342,0.0,3.6451666666666664
strong,4,2,0.02,2048,0.001,delta_K2048,0.9917514989290245,0.9932575119183937,0.9847127839410912,0.9933395262133184,1.0,3.6451666666666664
strong,4,2,0.02,2048,0.001,random_label_control,0.03592102745154083,0.03913844017004958,0.020260877188859196,0.04313783192011501,0.0,3.6451666666666664
strong,4,2,0.02,2048,0.001,random_pair_delta_control,0.062143917345117206,0.0635144306595368,0.052866560457751184,0.07199030537492751,0.0,3.6451666666666664
strong,4,0,0.05,512,0.001,standard_L1_K512_mixed,0.06692647068794998,0.06349720079456275,0.0591829967618526,0.077455493266457,0.0,3.6451666666666664
strong,4,0,0.05,512,0.001,topK20_K512_mixed,0.05845065345287698,0.05588686707309082,0.04658480203148006,0.07231798463685579,0.0,3.6451666666666664
strong,4,0,0.05,512,0.001,delta_K512,0.9938101321578542,0.9938198938037164,0.9932846862217685,0.9943638872065876,1.0,3.6451666666666664
strong,4,0,0.05,512,0.001,random_label_control,0.038554728980883905,0.0405342062207243,0.023340899481642672,0.05045505715874577,0.0,3.6451666666666664
strong,4,0,0.05,512,0.001,random_pair_delta_control,0.050108176806916795,0.0491431123606763,0.04410914969536592,0.05787251179187773,0.0,3.6451666666666664
strong,4,1,0.05,512,0.001,standard_L1_K512_mixed,0.05122448796606455,0.05097398829477129,0.04595825677345329,0.056783714304685255,0.0,3.6451666666666664
strong,4,1,0.05,512,0.001,topK20_K512_mixed,0.04978610782158944,0.04826223194180356,0.041245942120259144,0.06378625917725979,0.0,3.6451666666666664
strong,4,1,0.05,512,0.001,delta_K512,0.9938991830021963,0.9940177571819148,0.9927196934857447,0.9943738808006147,1.0,3.6451666666666664
strong,4,1,0.05,512,0.001,random_label_control,0.034959252581649176,0.03217730802399365,0.021255456625602714,0.05113876385380511,0.0,3.6451666666666664
strong,4,1,0.05,512,0.001,random_pair_delta_control,0.05371121811129196,0.0527363331558499,0.04596170914847453,0.06260837881616738,0.0,3.6451666666666664
strong,4,2,0.05,512,0.001,standard_L1_K512_mixed,0.05441919159536016,0.05350264951627703,0.04680048989939642,0.060904915138631374,0.0,3.6451666666666664
strong,4,2,0.05,512,0.001,topK20_K512_mixed,0.05401723130088184,0.05456741009160086,0.046020098019334474,0.06550007465249033,0.0,3.6451666666666664
strong,4,2,0.05,512,0.001,delta_K512,0.9937212581930163,0.9937303935832396,0.9933875511794236,0.9939163525358725,1.0,3.6451666666666664
strong,4,2,0.05,512,0.001,random_label_control,0.03403832160021807,0.037183915850465876,0.01869800954002384,0.0419376184260316,0.0,3.6451666666666664
strong,4,2,0.05,512,0.001,random_pair_delta_control,0.05609913172758375,0.059001527733048106,0.045675553253315626,0.060164414425496617,0.0,3.6451666666666664
strong,4,0,0.05,2048,0.001,standard_L1_K2048_mixed,0.075742207563815,0.07498629207317314,0.060473946212813504,0.0894305000843985,0.0,3.6451666666666664
strong,4,0,0.05,2048,0.001,topK20_K2048_mixed,0.06273503581541792,0.0645439781370916,0.04500593468082222,0.07631032591930557,0.0,3.6451666666666664
strong,4,0,0.05,2048,0.001,delta_K2048,0.9939701068957212,0.9940671132828063,0.9933936940274635,0.9941609066863704,1.0,3.6451666666666664
strong,4,0,0.05,2048,0.001,random_label_control,0.04121240551094769,0.04337683987981954,0.023353193411715975,0.05290934293630363,0.0,3.6451666666666664
strong,4,0,0.05,2048,0.001,random_pair_delta_control,0.06033607010923531,0.06242082842419465,0.054584153641062,0.0643861376071996,0.0,3.6451666666666664
strong,4,1,0.05,2048,0.001,standard_L1_K2048_mixed,0.05884893868546041,0.05923733670464861,0.05092448801210023,0.06699861775194081,0.0,3.6451666666666664
strong,4,1,0.05,2048,0.001,topK20_K2048_mixed,0.060749102200590044,0.05887316502710602,0.050274547205394385,0.07051950134344484,0.0,3.6451666666666664
strong,4,1,0.05,2048,0.001,delta_K2048,0.9943639058075614,0.9943644902431878,0.9938219097165035,0.9948134127822952,1.0,3.6451666666666664
strong,4,1,0.05,2048,0.001,random_label_control,0.042227898231815365,0.044801807062423225,0.026006248774251155,0.05467636187710066,0.0,3.6451666666666664
strong,4,1,0.05,2048,0.001,random_pair_delta_control,0.0624543452087589,0.06310192874046647,0.04527544104661406,0.07533708046245638,0.0,3.6451666666666664
strong,4,2,0.05,2048,0.001,standard_L1_K2048_mixed,0.06430517547942892,0.062202992941385336,0.05745194588360872,0.07455829144474577,0.0,3.6451666666666664
strong,4,2,0.05,2048,0.001,topK20_K2048_mixed,0.06149346968637343,0.05848430091170834,0.05480045625122012,0.07248580311146656,0.0,3.6451666666666664
strong,4,2,0.05,2048,0.001,delta_K2048,0.9940483556493825,0.9940349159496202,0.9937526873828947,0.9943228302496195,1.0,3.6451666666666664
strong,4,2,0.05,2048,0.001,random_label_control,0.03999942054825076,0.04061788408201118,0.02653521152961764,0.05101277035401625,0.0,3.6451666666666664
strong,4,2,0.05,2048,0.001,random_pair_delta_control,0.062115539299658795,0.06313574363368882,0.05168738386110326,0.07863007524740294,0.0,3.6451666666666664
strong,4,0,0.1,512,0.001,standard_L1_K512_mixed,0.06675985240456161,0.06429447402796495,0.058133695169952745,0.07753627968765742,0.0,3.6451666666666664
strong,4,0,0.1,512,0.001,topK20_K512_mixed,0.06166775209680405,0.05760973835190379,0.04829929248892884,0.07961412608095292,0.0,3.6451666666666664
strong,4,0,0.1,512,0.001,delta_K512,0.9936286549580678,0.9936396207618259,0.9932279334296705,0.9942540805889337,1.0,3.6451666666666664
strong,4,0,0.1,512,0.001,random_label_control,0.039841483081483324,0.03918788363096194,0.023334522771276518,0.053077093345581874,0.0,3.6451666666666664
strong,4,0,0.1,512,0.001,random_pair_delta_control,0.05040148122924596,0.04965975738607284,0.045511118432080354,0.058095861572285266,0.0,3.6451666666666664
strong,4,1,0.1,512,0.001,standard_L1_K512_mixed,0.051364239816758896,0.05135347362033893,0.04676415199876294,0.05726176488461885,0.0,3.6451666666666664
strong,4,1,0.1,512,0.001,topK20_K512_mixed,0.054853053178877065,0.05396687223134429,0.05078960821143457,0.06346930856623763,0.0,3.6451666666666664
strong,4,1,0.1,512,0.001,delta_K512,0.9939104888675955,0.9938477792705801,0.9936210099711148,0.9942601239948164,1.0,3.6451666666666664
strong,4,1,0.1,512,0.001,random_label_control,0.0370153146015104,0.03712806338278621,0.021249322538295035,0.051114515370906353,0.0,3.6451666666666664
strong,4,1,0.1,512,0.001,random_pair_delta_control,0.05418006402374462,0.053187656536930306,0.04680054153715153,0.06320888064728458,0.0,3.6451666666666664
strong,4,2,0.1,512,0.001,standard_L1_K512_mixed,0.05455958686212901,0.053476901664991645,0.04836190650779014,0.061990790599523234,0.0,3.6451666666666664
strong,4,2,0.1,512,0.001,topK20_K512_mixed,0.05182863813517483,0.048535516605141715,0.043784718956093684,0.0667468573907498,0.0,3.6451666666666664
strong,4,2,0.1,512,0.001,delta_K512,0.9934800863711302,0.9934709419328158,0.9932131278939322,0.9937467723855872,1.0,3.6451666666666664
strong,4,2,0.1,512,0.001,random_label_control,0.0349561782554511,0.03850065326610479,0.01807641680735332,0.04327528662341966,0.0,3.6451666666666664
strong,4,2,0.1,512,0.001,random_pair_delta_control,0.05686877510459498,0.05931452918069145,0.047271282492228305,0.06135078696611342,0.0,3.6451666666666664
strong,4,0,0.1,2048,0.001,standard_L1_K2048_mixed,0.07528806876043627,0.07479515885702073,0.05986908620721096,0.08787810707251484,0.0,3.6451666666666664
strong,4,0,0.1,2048,0.001,topK20_K2048_mixed,0.06032892640227406,0.06036879606232735,0.04872423879685132,0.07235546763431562,0.0,3.6451666666666664
strong,4,0,0.1,2048,0.001,delta_K2048,0.9934410493408392,0.9935270907707605,0.9927975912367526,0.9939344161513207,1.0,3.6451666666666664
strong,4,0,0.1,2048,0.001,random_label_control,0.03462265602092204,0.03210452372762246,0.023286868590471778,0.0504276626657047,0.0,3.6451666666666664
strong,4,0,0.1,2048,0.001,random_pair_delta_control,0.059393507018789114,0.06067924240785284,0.05386636141480903,0.06363263039295548,0.0,3.6451666666666664
strong,4,1,0.1,2048,0.001,standard_L1_K2048_mixed,0.06031365165606436,0.061201308414040936,0.05035398376028773,0.06739035687722782,0.0,3.6451666666666664
strong,4,1,0.1,2048,0.001,topK20_K2048_mixed,0.05535661455385621,0.057457372274853605,0.04515214397709767,0.06096265381004633,0.0,3.6451666666666664
strong,4,1,0.1,2048,0.001,delta_K2048,0.9938091022986812,0.9937882057116925,0.9936255475881891,0.9941532441851408,1.0,3.6451666666666664
strong,4,1,0.1,2048,0.001,random_label_control,0.033142840961068724,0.02965137391408694,0.019077643936318306,0.05108076700356954,0.0,3.6451666666666664
strong,4,1,0.1,2048,0.001,random_pair_delta_control,0.06198647066645239,0.06166410701435344,0.04663898383033839,0.07544941627919831,0.0,3.6451666666666664
strong,4,2,0.1,2048,0.001,standard_L1_K2048_mixed,0.06154435264140796,0.06067795786076746,0.05705614775865079,0.0687674045895588,0.0,3.6451666666666664
strong,4,2,0.1,2048,0.001,topK20_K2048_mixed,0.05625628743370983,0.05705201271802532,0.04704015433358751,0.0642522200497253,0.0,3.6451666666666664
strong,4,2,0.1,2048,0.001,delta_K2048,0.9932255647736287,0.9931966598819348,0.993007399149243,0.9935388062283552,1.0,3.6451666666666664
strong,4,2,0.1,2048,0.001,random_label_control,0.03935203612196662,0.04075200411349736,0.02970220357283609,0.04641538499377193,0.0,3.6451666666666664
strong,4,2,0.1,2048,0.001,random_pair_delta_control,0.06212042450570984,0.06291655713762725,0.0519152034837105,0.07498405943314844,0.0,3.6451666666666664
random,4,0,0.005,512,0.001,standard_L1_K512_mixed,0.05408340796126913,0.052731629215486284,0.04633525829410864,0.07553211958391579,0.0,0.0
random,4,0,0.005,512,0.001,topK20_K512_mixed,0.05564033628415095,0.05506958974853479,0.04304768817094305,0.0758307416006808,0.0,0.0
random,4,0,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.005,512,0.001,random_pair_delta_control,0.054013141689426926,0.05156008888249056,0.04402389457567145,0.07228435091054641,0.0,0.0
random,4,1,0.005,512,0.001,standard_L1_K512_mixed,0.053235351417044205,0.05130420079335902,0.04439977443647874,0.06278173720059081,0.0,0.0
random,4,1,0.005,512,0.001,topK20_K512_mixed,0.052967395029244836,0.053866848303990085,0.04535625970454794,0.05748157687563061,0.0,0.0
random,4,1,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.005,512,0.001,random_pair_delta_control,0.05506744307340823,0.05435761914868817,0.04715650452820017,0.0694233670698743,0.0,0.0
random,4,2,0.005,512,0.001,standard_L1_K512_mixed,0.05231791639900542,0.049735835245175414,0.043042333778363674,0.07655231343331308,0.0,0.0
random,4,2,0.005,512,0.001,topK20_K512_mixed,0.05135241596428999,0.05288011376889827,0.04042300629845741,0.05709088053176854,0.0,0.0
random,4,2,0.005,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.005,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.005,512,0.001,random_pair_delta_control,0.050815020397861885,0.04883969672168587,0.04361705865448643,0.06124102887315502,0.0,0.0
random,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,0.05938806202375522,0.055940277515977285,0.050497008072242854,0.07882317977574738,0.0,0.0
random,4,0,0.005,2048,0.001,topK20_K2048_mixed,0.06451805175049,0.06404362083925837,0.053790683184438755,0.07569702415070219,0.0,0.0
random,4,0,0.005,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.005,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.005,2048,0.001,random_pair_delta_control,0.0586432155013938,0.060048563999488484,0.044928314453795144,0.07483451475643661,0.0,0.0
random,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,0.06188805388000087,0.0623167859831541,0.053242960419166076,0.06813911984224234,0.0,0.0
random,4,1,0.005,2048,0.001,topK20_K2048_mixed,0.06538888584483786,0.058703055257779684,0.054063742284105445,0.08351213647143507,0.0,0.0
random,4,1,0.005,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.005,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.005,2048,0.001,random_pair_delta_control,0.06676582808843176,0.0665132934642658,0.051501402054714256,0.07831122495663928,0.0,0.0
random,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,0.058577502027704245,0.05699348374773516,0.05262082295425633,0.06754525316995424,0.0,0.0
random,4,2,0.005,2048,0.001,topK20_K2048_mixed,0.05801305724626996,0.05566234679368003,0.047110182435857746,0.07550254485911137,0.0,0.0
random,4,2,0.005,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.005,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.005,2048,0.001,random_pair_delta_control,0.05964489249124068,0.05848653858113219,0.049410648614809316,0.07529467764243455,0.0,0.0
random,4,0,0.01,512,0.001,standard_L1_K512_mixed,0.054317728100493644,0.05312312256799684,0.04595986722387778,0.07667422414978509,0.0,0.0
random,4,0,0.01,512,0.001,topK20_K512_mixed,0.04950117995622015,0.050631780605772864,0.041509439593246704,0.057781645287163334,0.0,0.0
random,4,0,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.01,512,0.001,random_pair_delta_control,0.054140762114227935,0.050442606975572665,0.043774656922524136,0.07275945623745836,0.0,0.0
random,4,1,0.01,512,0.001,standard_L1_K512_mixed,0.05275664909515092,0.05132729576455967,0.04421581910748254,0.0627243626170906,0.0,0.0
random,4,1,0.01,512,0.001,topK20_K512_mixed,0.05045010682527262,0.052202746056017116,0.042126215670537405,0.057525815301146754,0.0,0.0
random,4,1,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.01,512,0.001,random_pair_delta_control,0.054611622223394926,0.05275485608992645,0.04687778170208425,0.06750850283112235,0.0,0.0
random,4,2,0.01,512,0.001,standard_L1_K512_mixed,0.05217377663866023,0.04930690506178545,0.042886676292603246,0.07609611908869106,0.0,0.0
random,4,2,0.01,512,0.001,topK20_K512_mixed,0.049834023033292436,0.05356861315289588,0.03529799711421251,0.055714697276071735,0.0,0.0
random,4,2,0.01,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.01,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.01,512,0.001,random_pair_delta_control,0.051399243716201415,0.04928039818103977,0.04571410611373145,0.06201398181125758,0.0,0.0
random,4,0,0.01,2048,0.001,standard_L1_K2048_mixed,0.05869549015495525,0.05591064240914281,0.05043433485547622,0.0768116890476352,0.0,0.0
random,4,0,0.01,2048,0.001,topK20_K2048_mixed,0.06101333677558933,0.05773518410143064,0.05369415024782926,0.07619876798915957,0.0,0.0
random,4,0,0.01,2048,0.001,delta_K2048,0.268946684248881,0.22773166188932292,0.021706921614548368,0.695399159460583,0.3,0.0
random,4,0,0.01,2048,0.001,random_label_control,0.011780950795291328,0.010831728260942777,6.012122303666399e-05,0.027026578370649184,0.0,0.0
random,4,0,0.01,2048,0.001,random_pair_delta_control,0.057437714475357796,0.05851939123701341,0.04362940878372225,0.07306301919753852,0.0,0.0
random,4,1,0.01,2048,0.001,standard_L1_K2048_mixed,0.061533060146226726,0.06208173533553937,0.04931447109851327,0.06975084374165436,0.0,0.0
random,4,1,0.01,2048,0.001,topK20_K2048_mixed,0.0597575931941385,0.05890356110231263,0.053312449268328496,0.07659513682864205,0.0,0.0
random,4,1,0.01,2048,0.001,delta_K2048,0.1954349606065088,0.1410242312117079,0.00618953674611835,0.9710911692526376,0.1,0.0
random,4,1,0.01,2048,0.001,random_label_control,0.00678100868112097,0.006420817038562345,0.0006718330502585573,0.011760865197575354,0.0,0.0
random,4,1,0.01,2048,0.001,random_pair_delta_control,0.06753605052986189,0.06759871896026556,0.05031518089644009,0.08021616508179254,0.0,0.0
random,4,2,0.01,2048,0.001,standard_L1_K2048_mixed,0.05853806246063433,0.05736983565424876,0.05276208746894646,0.06886246198534346,0.0,0.0
random,4,2,0.01,2048,0.001,topK20_K2048_mixed,0.061629088691612974,0.0556623467936138,0.0534072169223072,0.07827482512578553,0.0,0.0
random,4,2,0.01,2048,0.001,delta_K2048,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.01,2048,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.01,2048,0.001,random_pair_delta_control,0.05926620057294628,0.056141298091027886,0.04981521210877099,0.07828587099420867,0.0,0.0
random,4,0,0.02,512,0.001,standard_L1_K512_mixed,0.05406258536548904,0.05224285746953561,0.045490943233595496,0.07568643644583722,0.0,0.0
random,4,0,0.02,512,0.001,topK20_K512_mixed,0.05365356816170695,0.054519294793394554,0.04607938410691483,0.05759694007104313,0.0,0.0
random,4,0,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,0,0.02,512,0.001,random_pair_delta_control,0.05388705420553985,0.05149522662393829,0.04358879331765278,0.07301084810659081,0.0,0.0
random,4,1,0.02,512,0.001,standard_L1_K512_mixed,0.05343130996920074,0.051034386104825524,0.04408422488601569,0.06305999092997866,0.0,0.0
random,4,1,0.02,512,0.001,topK20_K512_mixed,0.0538825024859992,0.053839626768304394,0.043265888170856553,0.0662049213490957,0.0,0.0
random,4,1,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,1,0.02,512,0.001,random_pair_delta_control,0.05515881501964187,0.05388306962488954,0.046340818214098654,0.06990681713433154,0.0,0.0
random,4,2,0.02,512,0.001,standard_L1_K512_mixed,0.05188530598314619,0.049364508247789526,0.04255618657405844,0.07558284917447464,0.0,0.0
random,4,2,0.02,512,0.001,topK20_K512_mixed,0.05278364037064476,0.054481370099838534,0.034244394242305694,0.06052684457320395,0.0,0.0
random,4,2,0.02,512,0.001,delta_K512,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.02,512,0.001,random_label_control,0.0,0.0,0.0,0.0,0.0,0.0
random,4,2,0.02,512,0.001,random_pair_delta_control,0.05127144216621739,0.049653500075782314,0.04542984943928502,0.06325245253795153,0.0,0.0
random,4,0,0.02,2048,0.001,standard_L1_K2048_mixed,0.058600969082131714,0.05594341623030663,0.048041601454431086,0.07548278318598738,0.0,0.0
random,4,0,0.02,2048,0.001,topK20_K2048_mixed,0.06910150551281974,0.07249884396219838,0.05379068318452059,0.07970771978901732,0.0,0.0
random,4,0,0.02,2048,0.001,delta_K2048,0.9895957165650687,0.9916633456048853,0.9793508000237047,0.993703005730245,1.0,0.0
random,4,0,0.02,2048,0.001,random_label_control,0.03635996227431536,0.03471536533215894,0.015994112498645113,0.059089205129497134,0.0,0.0
random,4,0,0.02,2048,0.001,random_pair_delta_control,0.05834840220711235,0.05777346185928656,0.0436807562558036,0.07404216920289285,0.0,0.0
random,4,1,0.02,2048,0.001,standard_L1_K2048_mixed,0.06174297168454732,0.060988535148491285,0.051682791373366434,0.06966330523759642,0.0,0.0
random,4,1,0.02,2048,0.001,topK20_K2048_mixed,0.06383677846392051,0.06074793897464128,0.05658005542699154,0.08126413201703424,0.0,0.0
random,4,1,0.02,2048,0.001,delta_K2048,0.9682073451240241,0.9789234994342582,0.8704273707453019,0.9941740204959559,1.0,0.0
random,4,1,0.02,2048,0.001,random_label_control,0.03633424932842412,0.03782006752957628,0.0226974476096233,0.05037962404355306,0.0,0.0
random,4,1,0.02,2048,0.001,random_pair_delta_control,0.06587167831628532,0.06669781447038717,0.04967600426017416,0.07831895388263346,0.0,0.0
random,4,2,0.02,2048,0.001,standard_L1_K2048_mixed,0.05970959321313164,0.0593823576646227,0.052287046905717234,0.06946094753786722,0.0,0.0
random,4,2,0.02,2048,0.001,topK20_K2048_mixed,0.056307025063682216,0.05530118059873779,0.041871884371208715,0.0755311537514477,0.0,0.0
random,4,2,0.02,2048,0.001,delta_K2048,0.9740472144137081,0.985417003243198,0.9205643176595518,0.9933754526440967,1.0,0.0
random,4,2,0.02,2048,0.001,random_label_control,0.03683504464833094,0.035648911017440124,0.0284326796079348,0.051251129789633997,0.0,0.0
random,4,2,0.02,2048,0.001,random_pair_delta_control,0.05912167971007591,0.05518754418857284,0.050709946103550785,0.07406857995920758,0.0,0.0
