direction_group,layer,seed,signal_scale,sae_latents,l1_coef,condition,concept_id,concept,snr,recovery_score,best_latent
weak,4,0,0.005,512,0.001,topK20_K512_mixed,8,telomerase,3.544,0.056360424314319486,73
weak,4,0,0.005,512,0.001,topK20_K512_mixed,9,regret about financial decisions,3.359,0.05498526309509969,103
weak,4,0,0.005,512,0.001,delta_K512,0,exacerbate,3.327,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,1,mitigate,3.282,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,2,ameliorate,3.392,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,3,Redis,3.405,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,4,Kubernetes,3.478,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,5,arbitrage,3.554,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,6,PostgreSQL,3.47,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,7,metaphor about memory loss,3.409,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,8,telomerase,3.544,0.0,0
weak,4,0,0.005,512,0.001,delta_K512,9,regret about financial decisions,3.359,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,0,exacerbate,3.327,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,1,mitigate,3.282,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,2,ameliorate,3.392,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,3,Redis,3.405,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,4,Kubernetes,3.478,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,5,arbitrage,3.554,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,6,PostgreSQL,3.47,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,7,metaphor about memory loss,3.409,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,8,telomerase,3.544,0.0,0
weak,4,0,0.005,512,0.001,random_label_control,9,regret about financial decisions,3.359,0.0,0
weak,4,0,0.005,512,0.001,random_pair_delta_control,0,exacerbate,3.327,0.04743815416786722,49
weak,4,0,0.005,512,0.001,random_pair_delta_control,1,mitigate,3.282,0.06099919147619279,63
weak,4,0,0.005,512,0.001,random_pair_delta_control,2,ameliorate,3.392,0.05127696070199065,490
weak,4,0,0.005,512,0.001,random_pair_delta_control,3,Redis,3.405,0.045886988217755026,328
weak,4,0,0.005,512,0.001,random_pair_delta_control,4,Kubernetes,3.478,0.04674609484487758,237
weak,4,0,0.005,512,0.001,random_pair_delta_control,5,arbitrage,3.554,0.04358932946720748,439
weak,4,0,0.005,512,0.001,random_pair_delta_control,6,PostgreSQL,3.47,0.07653523003837781,342
weak,4,0,0.005,512,0.001,random_pair_delta_control,7,metaphor about memory loss,3.409,0.06729464924818869,156
weak,4,0,0.005,512,0.001,random_pair_delta_control,8,telomerase,3.544,0.05492642314630825,439
weak,4,0,0.005,512,0.001,random_pair_delta_control,9,regret about financial decisions,3.359,0.05121168751984372,383
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,0,exacerbate,3.327,0.048067791475422596,268
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,1,mitigate,3.282,0.05091762030272116,172
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,2,ameliorate,3.392,0.05623572199120108,482
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,3,Redis,3.405,0.046687299498630104,276
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,4,Kubernetes,3.478,0.04960888375038523,337
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,5,arbitrage,3.554,0.051568376466287646,406
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,6,PostgreSQL,3.47,0.04521721454015734,126
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,7,metaphor about memory loss,3.409,0.05869968378376179,354
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,8,telomerase,3.544,0.06297797263148276,185
weak,4,1,0.005,512,0.001,standard_L1_K512_mixed,9,regret about financial decisions,3.359,0.062457184101300196,278
weak,4,1,0.005,512,0.001,topK20_K512_mixed,0,exacerbate,3.327,0.04363478696851664,353
weak,4,1,0.005,512,0.001,topK20_K512_mixed,1,mitigate,3.282,0.05077176666247422,371
weak,4,1,0.005,512,0.001,topK20_K512_mixed,2,ameliorate,3.392,0.04632935711592377,6
weak,4,1,0.005,512,0.001,topK20_K512_mixed,3,Redis,3.405,0.0531408089866242,308
weak,4,1,0.005,512,0.001,topK20_K512_mixed,4,Kubernetes,3.478,0.04926285543423329,495
weak,4,1,0.005,512,0.001,topK20_K512_mixed,5,arbitrage,3.554,0.05409322833219199,416
weak,4,1,0.005,512,0.001,topK20_K512_mixed,6,PostgreSQL,3.47,0.05331244926814242,248
weak,4,1,0.005,512,0.001,topK20_K512_mixed,7,metaphor about memory loss,3.409,0.057362952507217055,462
weak,4,1,0.005,512,0.001,topK20_K512_mixed,8,telomerase,3.544,0.05387185851782251,478
weak,4,1,0.005,512,0.001,topK20_K512_mixed,9,regret about financial decisions,3.359,0.05651443511081397,425
weak,4,1,0.005,512,0.001,delta_K512,0,exacerbate,3.327,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,1,mitigate,3.282,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,2,ameliorate,3.392,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,3,Redis,3.405,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,4,Kubernetes,3.478,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,5,arbitrage,3.554,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,6,PostgreSQL,3.47,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,7,metaphor about memory loss,3.409,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,8,telomerase,3.544,0.0,0
weak,4,1,0.005,512,0.001,delta_K512,9,regret about financial decisions,3.359,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,0,exacerbate,3.327,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,1,mitigate,3.282,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,2,ameliorate,3.392,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,3,Redis,3.405,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,4,Kubernetes,3.478,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,5,arbitrage,3.554,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,6,PostgreSQL,3.47,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,7,metaphor about memory loss,3.409,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,8,telomerase,3.544,0.0,0
weak,4,1,0.005,512,0.001,random_label_control,9,regret about financial decisions,3.359,0.0,0
weak,4,1,0.005,512,0.001,random_pair_delta_control,0,exacerbate,3.327,0.05315988871028213,398
weak,4,1,0.005,512,0.001,random_pair_delta_control,1,mitigate,3.282,0.04854401904633762,489
weak,4,1,0.005,512,0.001,random_pair_delta_control,2,ameliorate,3.392,0.056301393988267966,503
weak,4,1,0.005,512,0.001,random_pair_delta_control,3,Redis,3.405,0.05706746436186762,108
weak,4,1,0.005,512,0.001,random_pair_delta_control,4,Kubernetes,3.478,0.06849160222077777,239
weak,4,1,0.005,512,0.001,random_pair_delta_control,5,arbitrage,3.554,0.048276788509368514,1
weak,4,1,0.005,512,0.001,random_pair_delta_control,6,PostgreSQL,3.47,0.048540549452768096,6
weak,4,1,0.005,512,0.001,random_pair_delta_control,7,metaphor about memory loss,3.409,0.05977945984172631,348
weak,4,1,0.005,512,0.001,random_pair_delta_control,8,telomerase,3.544,0.0563652554668474,39
weak,4,1,0.005,512,0.001,random_pair_delta_control,9,regret about financial decisions,3.359,0.06594253925274668,322
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,0,exacerbate,3.327,0.04604372394116523,155
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,1,mitigate,3.282,0.0481251981252809,289
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,2,ameliorate,3.392,0.05699672531569095,236
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,3,Redis,3.405,0.05284479827790902,239
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,4,Kubernetes,3.478,0.050874349481237716,147
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,5,arbitrage,3.554,0.04573165176944478,55
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,6,PostgreSQL,3.47,0.04296078096473943,180
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,7,metaphor about memory loss,3.409,0.04712713321036997,324
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,8,telomerase,3.544,0.054459771319102075,370
weak,4,2,0.005,512,0.001,standard_L1_K512_mixed,9,regret about financial decisions,3.359,0.07668521040818876,156
weak,4,2,0.005,512,0.001,topK20_K512_mixed,0,exacerbate,3.327,0.05388766632022769,380
weak,4,2,0.005,512,0.001,topK20_K512_mixed,1,mitigate,3.282,0.07862296419568378,474
weak,4,2,0.005,512,0.001,topK20_K512_mixed,2,ameliorate,3.392,0.05418135345747498,51
weak,4,2,0.005,512,0.001,topK20_K512_mixed,3,Redis,3.405,0.046659857331782136,358
weak,4,2,0.005,512,0.001,topK20_K512_mixed,4,Kubernetes,3.478,0.05418135345754898,487
weak,4,2,0.005,512,0.001,topK20_K512_mixed,5,arbitrage,3.554,0.05478138674204291,355
weak,4,2,0.005,512,0.001,topK20_K512_mixed,6,PostgreSQL,3.47,0.05340721692188154,480
weak,4,2,0.005,512,0.001,topK20_K512_mixed,7,metaphor about memory loss,3.409,0.05582097445459024,87
weak,4,2,0.005,512,0.001,topK20_K512_mixed,8,telomerase,3.544,0.0537906831837676,494
weak,4,2,0.005,512,0.001,topK20_K512_mixed,9,regret about financial decisions,3.359,0.05840278156061333,114
weak,4,2,0.005,512,0.001,delta_K512,0,exacerbate,3.327,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,1,mitigate,3.282,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,2,ameliorate,3.392,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,3,Redis,3.405,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,4,Kubernetes,3.478,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,5,arbitrage,3.554,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,6,PostgreSQL,3.47,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,7,metaphor about memory loss,3.409,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,8,telomerase,3.544,0.0,0
weak,4,2,0.005,512,0.001,delta_K512,9,regret about financial decisions,3.359,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,0,exacerbate,3.327,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,1,mitigate,3.282,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,2,ameliorate,3.392,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,3,Redis,3.405,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,4,Kubernetes,3.478,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,5,arbitrage,3.554,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,6,PostgreSQL,3.47,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,7,metaphor about memory loss,3.409,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,8,telomerase,3.544,0.0,0
weak,4,2,0.005,512,0.001,random_label_control,9,regret about financial decisions,3.359,0.0,0
weak,4,2,0.005,512,0.001,random_pair_delta_control,0,exacerbate,3.327,0.05456107819891644,79
weak,4,2,0.005,512,0.001,random_pair_delta_control,1,mitigate,3.282,0.05299290782106717,259
weak,4,2,0.005,512,0.001,random_pair_delta_control,2,ameliorate,3.392,0.04504396503960101,288
weak,4,2,0.005,512,0.001,random_pair_delta_control,3,Redis,3.405,0.06176343374641114,487
weak,4,2,0.005,512,0.001,random_pair_delta_control,4,Kubernetes,3.478,0.04949836260948127,246
weak,4,2,0.005,512,0.001,random_pair_delta_control,5,arbitrage,3.554,0.04869489143587478,159
weak,4,2,0.005,512,0.001,random_pair_delta_control,6,PostgreSQL,3.47,0.04549173867939377,140
weak,4,2,0.005,512,0.001,random_pair_delta_control,7,metaphor about memory loss,3.409,0.05621638918629188,443
weak,4,2,0.005,512,0.001,random_pair_delta_control,8,telomerase,3.544,0.048967979482204695,259
weak,4,2,0.005,512,0.001,random_pair_delta_control,9,regret about financial decisions,3.359,0.04903570294215025,123
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,0,exacerbate,3.327,0.05922052390341093,782
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,1,mitigate,3.282,0.05813574129597821,676
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,2,ameliorate,3.392,0.054456298492943624,1948
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,3,Redis,3.405,0.05364119089488899,2011
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,4,Kubernetes,3.478,0.051581245681840346,1824
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,5,arbitrage,3.554,0.07516178258852439,746
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,6,PostgreSQL,3.47,0.06788840495509346,109
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,7,metaphor about memory loss,3.409,0.0584888677278526,1987
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,8,telomerase,3.544,0.06363559046272335,732
weak,4,0,0.005,2048,0.001,standard_L1_K2048_mixed,9,regret about financial decisions,3.359,0.04974143308079861,308
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,0,exacerbate,3.327,0.05852669080690322,1307
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,1,mitigate,3.282,0.054479225658189585,600
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,2,ameliorate,3.392,0.06228183287156215,621
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,3,Redis,3.405,0.05213631695527955,9
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,4,Kubernetes,3.478,0.040465525156256385,1233
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,5,arbitrage,3.554,0.07147300902300081,809
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,6,PostgreSQL,3.47,0.05653153067747697,1746
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,7,metaphor about memory loss,3.409,0.04536774931937691,1708
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,8,telomerase,3.544,0.05143411956823139,995
weak,4,0,0.005,2048,0.001,topK20_K2048_mixed,9,regret about financial decisions,3.359,0.05264847277610303,582
weak,4,0,0.005,2048,0.001,delta_K2048,0,exacerbate,3.327,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,1,mitigate,3.282,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,2,ameliorate,3.392,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,3,Redis,3.405,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,4,Kubernetes,3.478,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,5,arbitrage,3.554,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,6,PostgreSQL,3.47,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,7,metaphor about memory loss,3.409,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,8,telomerase,3.544,0.0,0
weak,4,0,0.005,2048,0.001,delta_K2048,9,regret about financial decisions,3.359,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,0,exacerbate,3.327,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,1,mitigate,3.282,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,2,ameliorate,3.392,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,3,Redis,3.405,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,4,Kubernetes,3.478,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,5,arbitrage,3.554,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,6,PostgreSQL,3.47,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,7,metaphor about memory loss,3.409,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,8,telomerase,3.544,0.0,0
weak,4,0,0.005,2048,0.001,random_label_control,9,regret about financial decisions,3.359,0.0,0
weak,4,0,0.005,2048,0.001,random_pair_delta_control,0,exacerbate,3.327,0.042371426411551935,299
weak,4,0,0.005,2048,0.001,random_pair_delta_control,1,mitigate,3.282,0.06490671108718195,162
weak,4,0,0.005,2048,0.001,random_pair_delta_control,2,ameliorate,3.392,0.05314996952035342,1678
weak,4,0,0.005,2048,0.001,random_pair_delta_control,3,Redis,3.405,0.049976279658818325,1289
weak,4,0,0.005,2048,0.001,random_pair_delta_control,4,Kubernetes,3.478,0.06229063296223483,1668
weak,4,0,0.005,2048,0.001,random_pair_delta_control,5,arbitrage,3.554,0.060353549283402,352
weak,4,0,0.005,2048,0.001,random_pair_delta_control,6,PostgreSQL,3.47,0.07214325951948651,1265
weak,4,0,0.005,2048,0.001,random_pair_delta_control,7,metaphor about memory loss,3.409,0.06937650208824098,1557
weak,4,0,0.005,2048,0.001,random_pair_delta_control,8,telomerase,3.544,0.05668316026634069,1526
weak,4,0,0.005,2048,0.001,random_pair_delta_control,9,regret about financial decisions,3.359,0.04653032162984802,1972
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,0,exacerbate,3.327,0.06385362894469679,348
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,1,mitigate,3.282,0.05817315231240045,1467
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,2,ameliorate,3.392,0.07250667168515056,1993
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,3,Redis,3.405,0.06344301229129187,1778
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,4,Kubernetes,3.478,0.05434760231583825,1588
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,5,arbitrage,3.554,0.059629358318983645,1257
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,6,PostgreSQL,3.47,0.05092668306875263,1042
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,7,metaphor about memory loss,3.409,0.06419885419790088,752
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,8,telomerase,3.544,0.06930249520859223,292
weak,4,1,0.005,2048,0.001,standard_L1_K2048_mixed,9,regret about financial decisions,3.359,0.06581678508213752,1239
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,0,exacerbate,3.327,0.07663645859737775,855
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,1,mitigate,3.282,0.05571469727662943,347
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,2,ameliorate,3.392,0.06263330753968946,486
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,3,Redis,3.405,0.05315183375084906,237
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,4,Kubernetes,3.478,0.05254097331855174,601
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,5,arbitrage,3.554,0.0559277830605037,434
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,6,PostgreSQL,3.47,0.05652800515082671,1172
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,7,metaphor about memory loss,3.409,0.05675391492457317,1121
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,8,telomerase,3.544,0.053694150247564444,773
weak,4,1,0.005,2048,0.001,topK20_K2048_mixed,9,regret about financial decisions,3.359,0.07022473081676428,1436
weak,4,1,0.005,2048,0.001,delta_K2048,0,exacerbate,3.327,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,1,mitigate,3.282,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,2,ameliorate,3.392,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,3,Redis,3.405,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,4,Kubernetes,3.478,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,5,arbitrage,3.554,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,6,PostgreSQL,3.47,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,7,metaphor about memory loss,3.409,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,8,telomerase,3.544,0.0,0
weak,4,1,0.005,2048,0.001,delta_K2048,9,regret about financial decisions,3.359,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,0,exacerbate,3.327,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,1,mitigate,3.282,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,2,ameliorate,3.392,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,3,Redis,3.405,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,4,Kubernetes,3.478,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,5,arbitrage,3.554,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,6,PostgreSQL,3.47,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,7,metaphor about memory loss,3.409,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,8,telomerase,3.544,0.0,0
weak,4,1,0.005,2048,0.001,random_label_control,9,regret about financial decisions,3.359,0.0,0
weak,4,1,0.005,2048,0.001,random_pair_delta_control,0,exacerbate,3.327,0.06948747798317874,1467
weak,4,1,0.005,2048,0.001,random_pair_delta_control,1,mitigate,3.282,0.0518127600918716,779
weak,4,1,0.005,2048,0.001,random_pair_delta_control,2,ameliorate,3.392,0.07290485773106295,67
weak,4,1,0.005,2048,0.001,random_pair_delta_control,3,Redis,3.405,0.07771623929173256,642
weak,4,1,0.005,2048,0.001,random_pair_delta_control,4,Kubernetes,3.478,0.06635830181979159,593
weak,4,1,0.005,2048,0.001,random_pair_delta_control,5,arbitrage,3.554,0.06686158956834778,997
weak,4,1,0.005,2048,0.001,random_pair_delta_control,6,PostgreSQL,3.47,0.06885663721824482,1907
weak,4,1,0.005,2048,0.001,random_pair_delta_control,7,metaphor about memory loss,3.409,0.06185914054028986,221
weak,4,1,0.005,2048,0.001,random_pair_delta_control,8,telomerase,3.544,0.05912446668599141,1572
weak,4,1,0.005,2048,0.001,random_pair_delta_control,9,regret about financial decisions,3.359,0.07729553555647202,1984
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,0,exacerbate,3.327,0.05604067129797249,281
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,1,mitigate,3.282,0.062221598844810926,827
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,2,ameliorate,3.392,0.06489412405206166,522
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,3,Redis,3.405,0.059916737080945956,339
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,4,Kubernetes,3.478,0.05278646403103436,1243
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,5,arbitrage,3.554,0.0537899826650267,1951
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,6,PostgreSQL,3.47,0.05399128216070208,267
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,7,metaphor about memory loss,3.409,0.05504717952407922,1808
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,8,telomerase,3.544,0.054576848655619174,1649
weak,4,2,0.005,2048,0.001,standard_L1_K2048_mixed,9,regret about financial decisions,3.359,0.07100245403270465,748
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,0,exacerbate,3.327,0.05388766632109373,417
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,1,mitigate,3.282,0.06149269427795893,1674
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,2,ameliorate,3.392,0.06048857773125716,1737
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,3,Redis,3.405,0.08009254357462019,639
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,4,Kubernetes,3.478,0.07659446606098216,1518
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,5,arbitrage,3.554,0.07748391723211048,1113
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,6,PostgreSQL,3.47,0.053407216922284936,352
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,7,metaphor about memory loss,3.409,0.05582097445503047,1463
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,8,telomerase,3.544,0.053790683184503994,1127
weak,4,2,0.005,2048,0.001,topK20_K2048_mixed,9,regret about financial decisions,3.359,0.05565539847658341,1348
weak,4,2,0.005,2048,0.001,delta_K2048,0,exacerbate,3.327,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,1,mitigate,3.282,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,2,ameliorate,3.392,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,3,Redis,3.405,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,4,Kubernetes,3.478,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,5,arbitrage,3.554,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,6,PostgreSQL,3.47,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,7,metaphor about memory loss,3.409,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,8,telomerase,3.544,0.0,0
weak,4,2,0.005,2048,0.001,delta_K2048,9,regret about financial decisions,3.359,0.0,0
weak,4,2,0.005,2048,0.001,random_label_control,0,exacerbate,3.327,0.0,0
weak,4,2,0.005,2048,0.001,random_label_control,1,mitigate,3.282,0.0,0
weak,4,2,0.005,2048,0.001,random_label_control,2,ameliorate,3.392,0.0,0
weak,4,2,0.005,2048,0.001,random_label_control,3,Redis,3.405,0.0,0
weak,4,2,0.005,2048,0.001,random_label_control,4,Kubernetes,3.478,0.0,0
