source,condition,condition_label,direction_group,layer,seed,signal_scale,sae_latents,concept_id,concept,allocation_score,public_sae_id,best_public_latent
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,2,ameliorate,0.15418918430805204,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,3,Redis,0.16514795720577236,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,4,Kubernetes,0.1672424733638763,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,5,arbitrage,0.14350565373897547,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,6,PostgreSQL,0.17566701173782345,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,7,metaphor about memory loss,0.1495935440063476,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,8,telomerase,0.16183774769306178,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,2048.0,9,regret about financial decisions,0.18720221817493435,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,0,exacerbate,0.193557059764862,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,1,mitigate,0.19453372061252588,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,2,ameliorate,0.2082547545433044,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,3,Redis,0.20336324572563166,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,4,Kubernetes,0.21898421347141261,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,5,arbitrage,0.18527917265892027,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,6,PostgreSQL,0.17021157741546628,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,7,metaphor about memory loss,0.1836001873016357,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,8,telomerase,0.20149219334125518,,
internal,std_L1,Your L1 mixed,weak,4,0.0,0.05,512.0,9,regret about financial decisions,0.252295982837677,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,0,exacerbate,0.16707089543342588,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,1,mitigate,0.1599350273609161,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,2,ameliorate,0.1511316746473312,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,3,Redis,0.2092578202486038,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,4,Kubernetes,0.17983217835426327,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,5,arbitrage,0.1794284403324127,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,6,PostgreSQL,0.18516135513782497,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,7,metaphor about memory loss,0.17966184020042414,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,8,telomerase,0.14786319136619563,,
internal,topK20,Your TopK mixed,weak,4,0.0,0.05,512.0,9,regret about financial decisions,0.2440025150775909,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,0,exacerbate,0.9887887716293335,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,1,mitigate,0.9944774746894837,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,2,ameliorate,0.9908360838890076,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,3,Redis,0.9202949523925781,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,4,Kubernetes,0.9941412091255188,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,5,arbitrage,0.9598343014717102,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,6,PostgreSQL,0.9727602958679199,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,7,metaphor about memory loss,0.9875458717346192,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,8,telomerase,0.9982349634170532,,
internal,delta,Your paired delta,weak,4,0.0,0.05,512.0,9,regret about financial decisions,0.9742170810699463,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,0,exacerbate,0.17486203014850615,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,1,mitigate,0.16934800744056694,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,2,ameliorate,0.20287613868713378,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,3,Redis,0.17566034495830532,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,4,Kubernetes,0.17068339288234705,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,5,arbitrage,0.15679636895656582,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,6,PostgreSQL,0.21156562864780426,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,7,metaphor about memory loss,0.19373518526554104,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,8,telomerase,0.1758888572454452,,
internal,rand_pair,Your random-pair,weak,4,0.0,0.05,512.0,9,regret about financial decisions,0.19801052808761593,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,0,exacerbate,0.16587953865528102,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,1,mitigate,0.161954715847969,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,2,ameliorate,0.18540220260620113,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,3,Redis,0.15744196474552152,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,4,Kubernetes,0.15846869051456447,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,5,arbitrage,0.176570850610733,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,6,PostgreSQL,0.16130497157573692,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,7,metaphor about memory loss,0.17409901618957516,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,8,telomerase,0.15321819186210628,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,2048.0,9,regret about financial decisions,0.17457173168659207,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,0,exacerbate,0.1727191925048828,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,1,mitigate,0.15092220008373253,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,2,ameliorate,0.20403340458869929,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,3,Redis,0.20973087847232813,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,4,Kubernetes,0.1831491738557815,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,5,arbitrage,0.16849666237831112,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,6,PostgreSQL,0.1819570362567901,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,7,metaphor about memory loss,0.15336548984050746,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,8,telomerase,0.16909383535385128,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,2048.0,9,regret about financial decisions,0.16769897639751433,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,0,exacerbate,0.48147488832473756,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,1,mitigate,0.5176617503166199,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,2,ameliorate,0.466308730840683,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,3,Redis,0.5348635077476501,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,4,Kubernetes,0.5514223098754882,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,5,arbitrage,0.5166887402534485,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,6,PostgreSQL,0.5025292694568634,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,7,metaphor about memory loss,0.5650059342384338,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,8,telomerase,0.5486294388771057,,
internal,delta,Your paired delta,weak,4,1.0,0.05,2048.0,9,regret about financial decisions,0.5333922505378723,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,0,exacerbate,0.16902998685836787,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,1,mitigate,0.1546051979064941,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,2,ameliorate,0.15310706496238702,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,3,Redis,0.17730340957641597,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,4,Kubernetes,0.1472336173057556,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,5,arbitrage,0.15064422190189355,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,6,PostgreSQL,0.16299456655979153,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,7,metaphor about memory loss,0.170106628537178,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,8,telomerase,0.1549015492200851,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,2048.0,9,regret about financial decisions,0.17747497856616973,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,0,exacerbate,0.23036024868488308,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,1,mitigate,0.169926968216896,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,2,ameliorate,0.1665926337242126,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,3,Redis,0.18993690013885495,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,4,Kubernetes,0.182016509771347,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,5,arbitrage,0.17081612944602964,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,6,PostgreSQL,0.20464732050895687,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,7,metaphor about memory loss,0.21242342889308924,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,8,telomerase,0.17907322943210596,,
internal,std_L1,Your L1 mixed,weak,4,1.0,0.05,512.0,9,regret about financial decisions,0.2181422501802444,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,0,exacerbate,0.16780103445053096,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,1,mitigate,0.13071729838848106,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,2,ameliorate,0.23087522685527798,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,3,Redis,0.18588541150093074,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,4,Kubernetes,0.16738512516021725,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,5,arbitrage,0.15473351776599878,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,6,PostgreSQL,0.2061393111944198,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,7,metaphor about memory loss,0.15551507472991938,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,8,telomerase,0.14650847911834713,,
internal,topK20,Your TopK mixed,weak,4,1.0,0.05,512.0,9,regret about financial decisions,0.211291167140007,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,0,exacerbate,0.9356483340263366,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,1,mitigate,0.9905793070793152,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,2,ameliorate,0.9666144251823425,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,3,Redis,0.9884783267974854,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,4,Kubernetes,0.9744160532951355,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,5,arbitrage,0.9504135131835938,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,6,PostgreSQL,0.975386106967926,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,7,metaphor about memory loss,0.9724196314811706,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,8,telomerase,0.9647857189178467,,
internal,delta,Your paired delta,weak,4,1.0,0.05,512.0,9,regret about financial decisions,0.9888682842254639,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,0,exacerbate,0.16889004707336422,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,1,mitigate,0.19475437402725215,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,2,ameliorate,0.17907308936119076,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,3,Redis,0.18043166697025295,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,4,Kubernetes,0.17070968151092525,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,5,arbitrage,0.1559169441461563,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,6,PostgreSQL,0.19141634404659272,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,7,metaphor about memory loss,0.19468829631805415,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,8,telomerase,0.17948865294456479,,
internal,rand_pair,Your random-pair,weak,4,1.0,0.05,512.0,9,regret about financial decisions,0.18635582029819484,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,0,exacerbate,0.13955078721046443,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,1,mitigate,0.1548263072967529,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,2,ameliorate,0.16982577741146082,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,3,Redis,0.14307151436805726,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,4,Kubernetes,0.1561269879341125,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,5,arbitrage,0.1449023365974426,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,6,PostgreSQL,0.18628846108913416,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,7,metaphor about memory loss,0.18229933679103846,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,8,telomerase,0.16336083114147182,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,2048.0,9,regret about financial decisions,0.1801402866840362,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,0,exacerbate,0.1493814200162887,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,1,mitigate,0.13981279134750363,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,2,ameliorate,0.18341667950153345,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,3,Redis,0.22581208944320674,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,4,Kubernetes,0.19750562310218805,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,5,arbitrage,0.1689136058092117,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,6,PostgreSQL,0.1806532204151153,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,7,metaphor about memory loss,0.15098416805267328,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,8,telomerase,0.14253556430339814,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,2048.0,9,regret about financial decisions,0.1972138404846191,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,0,exacerbate,0.5383241653442383,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,1,mitigate,0.5305566668510437,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,2,ameliorate,0.4217134952545166,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,3,Redis,0.5769263625144958,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,4,Kubernetes,0.5445059537887573,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,5,arbitrage,0.5279783725738525,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,6,PostgreSQL,0.5733126163482666,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,7,metaphor about memory loss,0.49719091057777404,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,8,telomerase,0.5570624828338623,,
internal,delta,Your paired delta,weak,4,2.0,0.05,2048.0,9,regret about financial decisions,0.590214204788208,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,0,exacerbate,0.1580714464187622,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,1,mitigate,0.15848185718059538,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,2,ameliorate,0.16217753887176511,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,3,Redis,0.18314995467662806,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,4,Kubernetes,0.16818121969699856,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,5,arbitrage,0.13975234031677244,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,6,PostgreSQL,0.17446549832820887,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,7,metaphor about memory loss,0.1597753882408142,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,8,telomerase,0.14358569681644434,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,2048.0,9,regret about financial decisions,0.19063959121704097,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,0,exacerbate,0.1995906203985214,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,1,mitigate,0.23577784001827234,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,2,ameliorate,0.16753182411193843,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,3,Redis,0.20921566784381862,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,4,Kubernetes,0.17924740910530088,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,5,arbitrage,0.16231594681739805,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,6,PostgreSQL,0.19082999229431147,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,7,metaphor about memory loss,0.20387667119503017,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,8,telomerase,0.15680818855762477,,
internal,std_L1,Your L1 mixed,weak,4,2.0,0.05,512.0,9,regret about financial decisions,0.19544664323329924,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,0,exacerbate,0.18835267424583435,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,1,mitigate,0.17498655319213866,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,2,ameliorate,0.18499317765235898,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,3,Redis,0.17684064507484432,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,4,Kubernetes,0.1532062917947769,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,5,arbitrage,0.17081509232521053,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,6,PostgreSQL,0.1672545731067657,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,7,metaphor about memory loss,0.15686208009719843,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,8,telomerase,0.1733425766229629,,
internal,topK20,Your TopK mixed,weak,4,2.0,0.05,512.0,9,regret about financial decisions,0.1548395901918411,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,0,exacerbate,0.9834031581878662,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,1,mitigate,0.9948558926582336,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,2,ameliorate,0.9480845093727112,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,3,Redis,0.9181458950042725,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,4,Kubernetes,0.9518543481826782,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,5,arbitrage,0.9782918930053711,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,6,PostgreSQL,0.9698358178138733,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,7,metaphor about memory loss,0.9810863256454467,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,8,telomerase,0.9677136421203614,,
internal,delta,Your paired delta,weak,4,2.0,0.05,512.0,9,regret about financial decisions,0.9823389530181885,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,0,exacerbate,0.17387157082557675,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,1,mitigate,0.1710042536258697,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,2,ameliorate,0.1996393948793411,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,3,Redis,0.18544224202632903,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,4,Kubernetes,0.2163894951343536,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,5,arbitrage,0.1702576875686645,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,6,PostgreSQL,0.20471571087837215,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,7,metaphor about memory loss,0.20286526083946227,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,8,telomerase,0.1807066440582275,,
internal,rand_pair,Your random-pair,weak,4,2.0,0.05,512.0,9,regret about financial decisions,0.22970418930053707,,
public_sae,public_sae,Public JB SAE,weak,4,,,,0,exacerbate,0.35426223278045654,blocks.5.hook_resid_pre,2968.0
public_sae,public_sae,Public JB SAE,weak,4,,,,1,mitigate,0.3196146786212921,blocks.5.hook_resid_pre,14137.0
public_sae,public_sae,Public JB SAE,weak,4,,,,2,ameliorate,0.3207930326461792,blocks.5.hook_resid_pre,11910.0
public_sae,public_sae,Public JB SAE,weak,4,,,,3,Redis,0.4169234335422516,blocks.5.hook_resid_pre,4754.0
public_sae,public_sae,Public JB SAE,weak,4,,,,4,Kubernetes,0.30579236149787903,blocks.5.hook_resid_pre,24484.0
public_sae,public_sae,Public JB SAE,weak,4,,,,5,arbitrage,0.3222242295742035,blocks.5.hook_resid_pre,2093.0
public_sae,public_sae,Public JB SAE,weak,4,,,,6,PostgreSQL,0.3552088141441345,blocks.5.hook_resid_pre,8402.0
public_sae,public_sae,Public JB SAE,weak,4,,,,7,metaphor about memory loss,0.38033923506736755,blocks.5.hook_resid_pre,7254.0
public_sae,public_sae,Public JB SAE,weak,4,,,,8,telomerase,0.25526025891304016,blocks.5.hook_resid_pre,6752.0
public_sae,public_sae,Public JB SAE,weak,4,,,,9,regret about financial decisions,0.35413873195648193,blocks.5.hook_resid_pre,13824.0
internal,std_L1,Your L1 mixed,strong,4,0.0,0.05,2048.0,0,sports,0.20978554189205165,,
internal,std_L1,Your L1 mixed,strong,4,0.0,0.05,2048.0,1,technology,0.23648045957088465,,
internal,std_L1,Your L1 mixed,strong,4,0.0,0.05,2048.0,2,science,0.32542180418968203,,
internal,std_L1,Your L1 mixed,strong,4,0.0,0.05,2048.0,3,music,0.32194898724555965,,
internal,std_L1,Your L1 mixed,strong,4,0.0,0.05,2048.0,4,weather,0.24419519305229181,,
internal,std_L1,Your L1 mixed,strong,4,0.0,0.05,2048.0,5,food,0.16743507981300348,,
internal,topK20,Your TopK mixed,strong,4,0.0,0.05,2048.0,0,sports,0.1857671707868576,,
internal,topK20,Your TopK mixed,strong,4,0.0,0.05,2048.0,1,technology,0.26689994335174555,,
internal,topK20,Your TopK mixed,strong,4,0.0,0.05,2048.0,2,science,0.1953146904706955,,
internal,topK20,Your TopK mixed,strong,4,0.0,0.05,2048.0,3,music,0.1961773991584778,,
internal,topK20,Your TopK mixed,strong,4,0.0,0.05,2048.0,4,weather,0.19179260730743403,,
internal,topK20,Your TopK mixed,strong,4,0.0,0.05,2048.0,5,food,0.16342238485813138,,
