concept_id,concept,best_decoder_latent,max_dec_cos,n_positive_probe,target_signal_variance,target_residual_variance,target_residual_explained,best_latent_pos_activation,best_latent_neg_activation,best_latent_selectivity,best_latent_pos_neg_ratio,max_dec_grad_proj,mean_dec_grad_proj,best_grad_latent,max_dec_grad_norm,mean_dec_grad_norm,target_total_grad_ratio,condition,step,loss,recon_loss,l1_loss,l1_coef,group,layer,scale,seed,sae_latents
0,exacerbate,136,0.15567724406719208,274,3.323525743326172e-05,0.061390988528728485,-1846.164469986146,0.47074538469314575,0.5443102121353149,-0.07247369202956512,0.8648475915929408,0.00016844489437062293,3.2400275813415647e-05,11,0.0016544321551918983,0.0009305289131589234,0.18102059141587784,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
1,mitigate,396,0.142151340842247,303,3.3077853004215285e-05,0.08214202523231506,-2482.2936629397805,0.48619183897972107,0.5306863784790039,-0.043756015516704404,0.9161566030988503,0.00014684430789202452,2.708159627218265e-05,19,0.0016544321551918983,0.0009305289131589234,0.15780735628699147,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
2,ameliorate,204,0.14117643237113953,309,3.466134148766287e-05,0.08084302395582199,-2331.368516441529,0.39934056997299194,0.4163988530635834,-0.02091143617649116,0.9590337664106766,0.00017907065921463072,7.051805732771754e-05,492,0.0016544321551918983,0.0009305289131589234,0.1924396507082074,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
3,Redis,397,0.1298457533121109,311,3.5080069210380316e-05,0.05906641110777855,-1682.7597745257815,0.5865751504898071,0.5892341136932373,-0.0022613898884898923,0.9954874079817982,0.00014680979074910283,3.962680420954712e-05,111,0.0016544321551918983,0.0009305289131589234,0.1577702621758935,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
4,Kubernetes,373,0.11784423887729645,287,3.273486072430387e-05,0.061886873096227646,-1889.54939707535,0.4019005596637726,0.46637508273124695,-0.07425582289406621,0.8617539099485563,0.00012082315515726805,2.642818981257733e-05,138,0.0016544321551918983,0.0009305289131589234,0.1298435258903012,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
5,arbitrage,358,0.13525152206420898,294,3.299916352261789e-05,0.0832812637090683,-2522.7385525923437,0.5019268989562988,0.5019475817680359,-2.06029856602264e-05,0.9999587749556399,0.00011647495557554066,3.436848055571318e-05,205,0.0016544321551918983,0.0009305289131589234,0.12517070002152358,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
6,PostgreSQL,83,0.13841387629508972,329,3.176121026626788e-05,0.056843604892492294,-1788.7177918042207,0.6150336265563965,0.5680749416351318,0.03969093436296826,1.0826628155071791,0.00011919585085706785,3.185778405168094e-05,510,0.0016544321551918983,0.0009305289131589234,0.1280947309034511,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
7,metaphor about memory loss,288,0.13240563869476318,310,3.320534960948862e-05,0.0704292580485344,-2120.0213642017325,0.39531004428863525,0.3753596544265747,0.025887081893123852,1.0531500364924349,0.00012955085549037904,3.477079371805303e-05,510,0.0016544321551918983,0.0009305289131589234,0.13922281566873834,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
8,telomerase,374,0.11392301321029663,285,2.990990105899982e-05,0.06013450399041176,-2009.5215948815662,0.3935684859752655,0.35353872179985046,0.05357967802081153,1.1132259370044841,0.00014374052989296615,3.637414556578733e-05,266,0.0016544321551918983,0.0009305289131589234,0.15447185757026027,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
9,regret about financial decisions,261,0.1595771163702011,298,3.229875073884614e-05,0.0760822668671608,-2354.579171676026,0.48014041781425476,0.5184275507926941,-0.03834203959939888,0.9261475548871341,0.0001388893142575398,3.162172652082518e-05,311,0.0016544321551918983,0.0009305289131589234,0.14925846166003084,std_L1_mixed,50,0.03837127611041069,0.03789837658405304,0.4729003608226776,0.001,weak,8,0.05,0,512
0,exacerbate,136,0.16263948380947113,274,3.323525743326172e-05,0.019037427380681038,-571.8081645253118,0.45181435346603394,0.5374200940132141,-0.08653736219957339,0.840709809871431,4.669768168241717e-05,1.1317148164380342e-05,492,0.0007510166033171117,0.0004283900198061019,0.10900739843226528,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
1,mitigate,396,0.14518293738365173,303,3.3077853004215285e-05,0.02652188390493393,-800.8018309638256,0.48918503522872925,0.5324506759643555,-0.042349381328503105,0.9187424265267589,5.8747278671944514e-05,1.7596241377759725e-05,129,0.0007510166033171117,0.0004283900198061019,0.1371350307399778,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
2,ameliorate,204,0.13817022740840912,309,3.466134148766287e-05,0.017830336466431618,-513.4156338658271,0.4295266568660736,0.4416399598121643,-0.013904691221102872,0.9725719731589452,5.1600578444777057e-05,1.2884813259006478e-05,132,0.0007510166033171117,0.0004283900198061019,0.12045233534544104,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
3,Redis,397,0.13695955276489258,311,3.5080069210380316e-05,0.015524766407907009,-441.5523185900915,0.6125444173812866,0.6208746433258057,-0.006753767752061354,0.9865830632642242,4.950337461195886e-05,1.1343707228661515e-05,275,0.0007510166033171117,0.0004283900198061019,0.11555678752462141,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
4,Kubernetes,205,0.12494843453168869,287,3.273486072430387e-05,0.01981465332210064,-604.3073780785005,0.5508230328559875,0.4834129810333252,0.06517859585780277,1.1394460700747187,7.141163951018825e-05,1.8213451767223887e-05,389,0.0007510166033171117,0.0004283900198061019,0.16669771946557696,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
5,arbitrage,112,0.14302292466163635,294,3.299916352261789e-05,0.029378464445471764,-889.2790379839928,0.4221630096435547,0.3968442380428314,0.03091397709007643,1.0638002483986881,7.797522994223982e-05,1.485374741605483e-05,154,0.0007510166033171117,0.0004283900198061019,0.18201924917745227,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
6,PostgreSQL,466,0.13535694777965546,329,3.176121026626788e-05,0.01744508557021618,-548.2575652725121,0.5733915567398071,0.5785170197486877,-0.004449539719558126,0.9911403247522251,5.332734508556314e-05,1.3173696061130613e-05,224,0.0007510166033171117,0.0004283900198061019,0.12448316369558987,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
7,metaphor about memory loss,288,0.1429969221353531,310,3.320534960948862e-05,0.022444652393460274,-674.9348111519889,0.4701169431209564,0.44550177454948425,0.026883644717599006,1.0552526598661425,4.2802592361113057e-05,1.2327920558163896e-05,483,0.0007510166033171117,0.0004283900198061019,0.0999150080120246,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
8,telomerase,374,0.11528612673282623,285,2.990990105899982e-05,0.014208930544555187,-474.05774229975293,0.4138796925544739,0.37307053804397583,0.05185735057335268,1.1093872049789566,4.307146809878759e-05,1.0981801096932031e-05,197,0.0007510166033171117,0.0004283900198061019,0.10054265040474092,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
9,regret about financial decisions,261,0.15170738101005554,298,3.229875073884614e-05,0.02269524708390236,-701.6663837477806,0.47167912125587463,0.4991629421710968,-0.028309260246836172,0.944940162735071,8.4708932263311e-05,1.7099948308896273e-05,339,0.0007510166033171117,0.0004283900198061019,0.1977378747149948,std_L1_mixed,100,0.011460266076028347,0.010969415307044983,0.49085068702697754,0.001,weak,8,0.05,0,512
0,exacerbate,136,0.1678590029478073,274,3.323525743326172e-05,0.01170981302857399,-351.33103579103965,0.45112064480781555,0.5485348105430603,-0.0974477398581047,0.8224102243157456,4.046039248351008e-05,1.3113186469126958e-05,128,0.0005112133221700788,0.00029123298008926213,0.13892792063653353,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
1,mitigate,396,0.14270363748073578,303,3.3077853004215285e-05,0.01512429490685463,-456.2332565748449,0.5061550140380859,0.5469396114349365,-0.038728330791022614,0.925431243598975,5.44646754860878e-05,1.4244126759876963e-05,452,0.0005112133221700788,0.00029123298008926213,0.18701410562217374,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
2,ameliorate,204,0.13369563221931458,309,3.466134148766287e-05,0.00889357179403305,-255.58474703334326,0.4565860331058502,0.4687194228172302,-0.013112847765657356,0.9741137259053835,3.864062819047831e-05,1.3870973816665355e-05,305,0.0005112133221700788,0.00029123298008926213,0.13267943776819377,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
3,Redis,397,0.1379946619272232,311,3.5080069210380316e-05,0.008457973599433899,-240.10480819195038,0.6181516051292419,0.6310786604881287,-0.010348016383527175,0.9795159209724393,2.615731136756949e-05,8.667627298564184e-06,74,0.0005112133221700788,0.00029123298008926213,0.08981575942991274,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
4,Kubernetes,205,0.12823916971683502,287,3.273486072430387e-05,0.010113772004842758,-307.9602788006838,0.5607434511184692,0.4938923120498657,0.06338789254964246,1.1353556758913412,3.310855754534714e-05,9.358387615066022e-06,403,0.0005112133221700788,0.00029123298008926213,0.11368409381902889,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
5,arbitrage,112,0.14953237771987915,294,3.299916352261789e-05,0.013454711064696312,-406.7288397854541,0.43417415022850037,0.40866005420684814,0.030271784871411786,1.0624335193387968,3.266262501711026e-05,8.40241409605369e-06,75,0.0005112133221700788,0.00029123298008926213,0.11215290553613243,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
6,PostgreSQL,466,0.13391391932964325,329,3.176121026626788e-05,0.009533756412565708,-299.16979933920436,0.5977253317832947,0.5984109044075012,-0.0005731559647906424,0.9988543280082293,4.195344808977097e-05,1.1296342563582584e-05,62,0.0005112133221700788,0.00029123298008926213,0.14405459138885218,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
7,metaphor about memory loss,288,0.1423274427652359,310,3.320534960948862e-05,0.01142030768096447,-342.9297423861879,0.5086884498596191,0.4813746213912964,0.02758796786343405,1.0567412918902244,4.9472520913695917e-05,1.492920273449272e-05,148,0.0005112133221700788,0.00029123298008926213,0.16987265909465357,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
8,telomerase,374,0.11508370190858841,285,2.990990105899982e-05,0.006565737538039684,-218.51718615086767,0.4119432270526886,0.37183085083961487,0.05117849241602572,1.1078779908760068,4.6741668484173715e-05,1.472120129619725e-05,219,0.0005112133221700788,0.00029123298008926213,0.16049579381205978,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
9,regret about financial decisions,261,0.1431184560060501,298,3.229875073884614e-05,0.01603838801383972,-495.56371068204896,0.47993025183677673,0.5056982636451721,-0.026143735841853238,0.9490446711976007,3.6890749470330775e-05,1.1187850759597495e-05,70,0.0005112133221700788,0.00029123298008926213,0.1266709193867842,std_L1_mixed,150,0.005043103825300932,0.004532480146735907,0.5106234550476074,0.001,weak,8,0.05,0,512
0,exacerbate,136,0.17046765983104706,274,3.323525743326172e-05,0.009553409181535244,-286.4480185168119,0.45599448680877686,0.5574420094490051,-0.10010249484186595,0.8180124046972589,3.312157787149772e-05,7.781617568980437e-06,317,0.0003859038988593966,0.00022591868764720857,0.14660840176537987,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
1,mitigate,396,0.14158228039741516,303,3.3077853004215285e-05,0.010252864100039005,-308.96158634512466,0.5135956406593323,0.5527493357658386,-0.03671766229967069,0.9291655333354423,4.9230486183660105e-05,1.717085251584649e-05,427,0.0003859038988593966,0.00022591868764720857,0.21791241122392374,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
2,ameliorate,204,0.1316216140985489,309,3.466134148766287e-05,0.006422062404453754,-184.28025585678284,0.4708714783191681,0.48193132877349854,-0.011607701253526833,0.9770509623165875,2.6830171918845735e-05,5.967987817712128e-06,462,0.0003859038988593966,0.00022591868764720857,0.11876030300770447,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
3,Redis,397,0.13826026022434235,311,3.5080069210380316e-05,0.00562986359000206,-159.48609812463155,0.6191632747650146,0.6346330046653748,-0.01233831207730575,0.9756241173357221,2.8452675906009972e-05,6.628999017266324e-06,389,0.0003859038988593966,0.00022591868764720857,0.12594210809377204,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
4,Kubernetes,205,0.1276586651802063,287,3.273486072430387e-05,0.007246987894177437,-220.3844052622632,0.561829149723053,0.49611416459083557,0.062115789779982555,1.1324593783001968,3.504998312564567e-05,1.0849606042029336e-05,292,0.0003859038988593966,0.00022591868764720857,0.15514423944085134,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
5,arbitrage,112,0.15263724327087402,294,3.299916352261789e-05,0.00726681761443615,-219.21216959767008,0.43986231088638306,0.41314730048179626,0.03131853350228034,1.0646621670450493,3.3987584174610674e-05,8.736199561099056e-06,154,0.0003859038988593966,0.00022591868764720857,0.15044166721277852,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
6,PostgreSQL,466,0.13162057101726532,329,3.176121026626788e-05,0.0066377343609929085,-207.98870340132586,0.6068337559700012,0.6063967347145081,0.00036021288225658273,1.0007206688678694,3.28783571603708e-05,9.894241884467192e-06,10,0.0003859038988593966,0.00022591868764720857,0.14553181658961015,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
7,metaphor about memory loss,288,0.1421595960855484,310,3.320534960948862e-05,0.008346546441316605,-250.36149108847326,0.5276305079460144,0.49887242913246155,0.028015583292187382,1.0576461366828824,2.861581015167758e-05,7.906154678494204e-06,154,0.0003859038988593966,0.00022591868764720857,0.12666420083715882,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
8,telomerase,374,0.11533884704113007,285,2.990990105899982e-05,0.004590243101119995,-152.46901143525483,0.4092952609062195,0.3690720796585083,0.051676346931211994,1.1089845923730741,4.1377519664820284e-05,7.260153779498069e-06,154,0.0003859038988593966,0.00022591868764720857,0.18315226558983277,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
9,regret about financial decisions,261,0.1369689702987671,298,3.229875073884614e-05,0.011983470991253853,-370.0196322182065,0.4947349429130554,0.5178402662277222,-0.022818377220679774,0.9553813514024426,3.8020225474610925e-05,1.0925829883490223e-05,118,0.0003859038988593966,0.00022591868764720857,0.16829163493411903,std_L1_mixed,200,0.0029571291524916887,0.0024473730009049177,0.5097562074661255,0.001,weak,8,0.05,0,512
0,exacerbate,136,0.1712924838066101,274,3.323525743326172e-05,0.008819911628961563,-264.3781569555851,0.45475924015045166,0.5600643157958984,-0.10376688045004846,0.8119768019578832,4.4536005589179695e-05,1.1044250641134568e-05,101,0.0003647212579380721,0.0002007373550441116,0.22186207124992222,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
1,mitigate,396,0.14110930263996124,303,3.3077853004215285e-05,0.008270562626421452,-249.03322843638796,0.5137346386909485,0.5520486235618591,-0.03594913325100718,0.9305967037293328,4.147275831201114e-05,1.1438803994678892e-05,27,0.0003647212579380721,0.0002007373550441116,0.20660209504252705,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
2,ameliorate,204,0.13038992881774902,309,3.466134148766287e-05,0.005407012067735195,-154.99546006216383,0.4822234511375427,0.4915572702884674,-0.00958513436310881,0.9810117161819937,3.3190572139574215e-05,9.25807125895517e-06,154,0.0003647212579380721,0.0002007373550441116,0.16534327637692237,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
3,Redis,397,0.13824531435966492,311,3.5080069210380316e-05,0.004568570759147406,-129.2326572252854,0.6203585267066956,0.635309636592865,-0.011906895630620239,0.9764664050572006,1.8648644982022233e-05,5.494993274623994e-06,342,0.0003647212579380721,0.0002007373550441116,0.09290072037176894,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
4,Kubernetes,205,0.12670890986919403,287,3.273486072430387e-05,0.005783782806247473,-175.68572590772013,0.5635462403297424,0.49973776936531067,0.06001074951049472,1.1276838846273967,3.413756348891184e-05,1.0636352271831129e-05,236,0.0003647212579380721,0.0002007373550441116,0.17006084050150677,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
5,arbitrage,112,0.15390756726264954,294,3.299916352261789e-05,0.0054744756780564785,-164.89740247224225,0.44452938437461853,0.4174148738384247,0.03145738249690647,1.0649581545508318,3.21261613862589e-05,7.916292815934867e-06,236,0.0003647212579380721,0.0002007373550441116,0.1600407717794153,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
6,PostgreSQL,466,0.13002720475196838,329,3.176121026626788e-05,0.005190582014620304,-162.42519090677695,0.6143795251846313,0.6146405339241028,-0.00021237142177890956,0.9995753310743137,2.7685751774697565e-05,6.83406506141182e-06,321,0.0003647212579380721,0.0002007373550441116,0.137920277123774,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
7,metaphor about memory loss,288,0.14241577684879303,310,3.320534960948862e-05,0.007121650502085686,-213.47298014828468,0.5350266695022583,0.504623532295227,0.029243621423850116,1.0602491256526514,3.238549470552243e-05,9.350997061119415e-06,317,0.0003647212579380721,0.0002007373550441116,0.16133267541097726,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
8,telomerase,374,0.11649727821350098,285,2.990990105899982e-05,0.0037127090618014336,-123.12976326294215,0.4059630334377289,0.36621537804603577,0.05147470362525382,1.1085362513131114,3.881935845129192e-05,1.0587380529614165e-05,305,0.0003647212579380721,0.0002007373550441116,0.19338382858226671,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
9,regret about financial decisions,261,0.13303659856319427,298,3.229875073884614e-05,0.009742120280861855,-300.6252875539111,0.5005672574043274,0.5234739780426025,-0.02236894338008602,0.9562409381143673,2.2453981728176586e-05,5.483253062266158e-06,0,0.0003647212579380721,0.0002007373550441116,0.11185751456865045,std_L1_mixed,250,0.0022387176286429167,0.001728610135614872,0.5101075172424316,0.001,weak,8,0.05,0,512
0,exacerbate,136,0.17053914070129395,274,3.323525743326172e-05,0.008310144767165184,-249.0400225216369,0.4572826027870178,0.5632738471031189,-0.10385632591803012,0.8118299775863781,3.210786962881684e-05,7.696418833802454e-06,262,0.0002818152424879372,0.00017934660718310624,0.17902691304892646,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
1,mitigate,396,0.14055590331554413,303,3.3077853004215285e-05,0.007512313313782215,-226.11005716467824,0.5132697820663452,0.5522559285163879,-0.03658864886782959,0.9294056365337104,3.568645115592517e-05,9.754239727044478e-06,203,0.0002818152424879372,0.00017934660718310624,0.19898035160771274,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
2,ameliorate,204,0.12928853929042816,309,3.466134148766287e-05,0.004930172581225634,-141.2383620305661,0.4866626262664795,0.49511364102363586,-0.008607882419488419,0.9829311416890161,3.057140202145092e-05,1.413864447386004e-05,290,0.0002818152424879372,0.00017934660718310624,0.17045988397081172,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
3,Redis,397,0.13831697404384613,311,3.5080069210380316e-05,0.0042056371457874775,-118.8867938566159,0.617738664150238,0.6328939199447632,-0.012118071978998746,0.9760540193585868,2.4198056053137407e-05,8.021228495636024e-06,266,0.0002818152424879372,0.00017934660718310624,0.1349234105862325,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
4,Kubernetes,205,0.1260964721441269,287,3.273486072430387e-05,0.005118176806718111,-155.35247980650976,0.560778021812439,0.49788767099380493,0.059405297301998436,1.1263143138892335,2.251039222755935e-05,6.480591764557175e-06,62,0.0002818152424879372,0.00017934660718310624,0.1255133423241385,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
5,arbitrage,112,0.15509891510009766,294,3.299916352261789e-05,0.004799251444637775,-144.4355440225867,0.4482800364494324,0.42064180970191956,0.031807494024754614,1.0657048715867057,1.4939277207304258e-05,4.174255991529208e-06,449,0.0002818152424879372,0.00017934660718310624,0.08329835372215018,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
6,PostgreSQL,466,0.12796252965927124,329,3.176121026626788e-05,0.004543807823210955,-142.06154085618024,0.616278886795044,0.6166874766349792,-0.00033138765885288126,0.9993374280347977,2.6394118322059512e-05,6.313624453468947e-06,206,0.0002818152424879372,0.00017934660718310624,0.1471682045701812,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
7,metaphor about memory loss,288,0.14286766946315765,310,3.320534960948862e-05,0.006837828084826469,-204.92548969720923,0.5359100103378296,0.5057268738746643,0.02897663920207489,1.0596826615819095,2.526190655771643e-05,6.005556770105613e-06,103,0.0002818152424879372,0.00017934660718310624,0.14085522337799083,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
8,telomerase,374,0.11785458773374557,285,2.990990105899982e-05,0.00331640406511724,-109.87980357058179,0.40162545442581177,0.36364954710006714,0.04962386952897444,1.104429928716494,4.0330862248083577e-05,1.2901086847705301e-05,449,0.0002818152424879372,0.00017934660718310624,0.22487663779460643,std_L1_mixed,300,0.001841351157054305,0.0013287909096106887,0.512560248374939,0.001,weak,8,0.05,0,512
