source,condition,condition_label,direction_group,layer,seed,signal_scale,sae_latents,concept_id,concept,allocation_score,public_sae_id,best_public_latent
internal,delta,Your paired delta,weak,8,1.0,0.05,2048.0,4,Kubernetes,0.5479334592819214,,
internal,delta,Your paired delta,weak,8,1.0,0.05,2048.0,5,arbitrage,0.5533025741577149,,
internal,delta,Your paired delta,weak,8,1.0,0.05,2048.0,6,PostgreSQL,0.6177253603935242,,
internal,delta,Your paired delta,weak,8,1.0,0.05,2048.0,7,metaphor about memory loss,0.5241339087486268,,
internal,delta,Your paired delta,weak,8,1.0,0.05,2048.0,8,telomerase,0.5697869539260865,,
internal,delta,Your paired delta,weak,8,1.0,0.05,2048.0,9,regret about financial decisions,0.5212639689445495,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,0,exacerbate,0.17267089188098902,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,1,mitigate,0.17005003094673152,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,2,ameliorate,0.193240413069725,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,3,Redis,0.16100315451622005,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,4,Kubernetes,0.1936564058065414,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,5,arbitrage,0.16377301514148707,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,6,PostgreSQL,0.1683109819889068,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,7,metaphor about memory loss,0.17315152883529658,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,8,telomerase,0.14822224676609036,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,2048.0,9,regret about financial decisions,0.1814715772867202,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,0,exacerbate,0.22299975156784052,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,1,mitigate,0.16919538080692287,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,2,ameliorate,0.1862933963537216,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,3,Redis,0.18453370034694666,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,4,Kubernetes,0.1792329221963882,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,5,arbitrage,0.15595183968544002,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,6,PostgreSQL,0.18550979793071745,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,7,metaphor about memory loss,0.18009454607963557,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,8,telomerase,0.16390067040920253,,
internal,std_L1,Your L1 mixed,weak,8,1.0,0.05,512.0,9,regret about financial decisions,0.21380889713764187,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,0,exacerbate,0.20977902412414545,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,1,mitigate,0.15796461999416347,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,2,ameliorate,0.17970676720142362,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,3,Redis,0.17986780703067778,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,4,Kubernetes,0.16818473935127257,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,5,arbitrage,0.16555256247520442,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,6,PostgreSQL,0.1397758454084396,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,7,metaphor about memory loss,0.1452404707670211,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,8,telomerase,0.1518960982561111,,
internal,topK20,Your TopK mixed,weak,8,1.0,0.05,512.0,9,regret about financial decisions,0.17779771387577054,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,0,exacerbate,0.9197176456451416,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,1,mitigate,0.972554349899292,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,2,ameliorate,0.9809329032897949,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,3,Redis,0.934176242351532,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,4,Kubernetes,0.9567620396614075,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,5,arbitrage,0.9965679526329041,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,6,PostgreSQL,0.9666525006294251,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,7,metaphor about memory loss,0.9697707653045654,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,8,telomerase,0.9492492079734802,,
internal,delta,Your paired delta,weak,8,1.0,0.05,512.0,9,regret about financial decisions,0.9194048404693603,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,0,exacerbate,0.20145163834094998,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,1,mitigate,0.17288426458835598,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,2,ameliorate,0.20577066540718075,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,3,Redis,0.15461506247520443,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,4,Kubernetes,0.19560819864273066,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,5,arbitrage,0.1972742289304733,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,6,PostgreSQL,0.18075660765171048,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,7,metaphor about memory loss,0.2135553777217865,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,8,telomerase,0.1851271957159042,,
internal,rand_pair,Your random-pair,weak,8,1.0,0.05,512.0,9,regret about financial decisions,0.17964839637279503,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,0,exacerbate,0.16626671552658076,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,1,mitigate,0.18456703722476958,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,2,ameliorate,0.14498595297336575,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,3,Redis,0.16593926846981047,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,4,Kubernetes,0.16476690471172328,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,5,arbitrage,0.19000951945781702,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,6,PostgreSQL,0.12920159697532646,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,7,metaphor about memory loss,0.16003240644931793,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,8,telomerase,0.1349898606538772,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,2048.0,9,regret about financial decisions,0.14287703037261962,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,0,exacerbate,0.1814419716596603,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,1,mitigate,0.1624735742807388,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,2,ameliorate,0.1866205334663391,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,3,Redis,0.16484856009483334,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,4,Kubernetes,0.16311718523502347,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,5,arbitrage,0.1730894744396209,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,6,PostgreSQL,0.1762819766998291,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,7,metaphor about memory loss,0.21955505609512324,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,8,telomerase,0.1668079495429992,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,2048.0,9,regret about financial decisions,0.16469670236110684,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,0,exacerbate,0.4663994610309601,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,1,mitigate,0.6815284132957459,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,2,ameliorate,0.4780510485172272,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,3,Redis,0.5695898413658143,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,4,Kubernetes,0.5307772636413575,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,5,arbitrage,0.6813699126243591,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,6,PostgreSQL,0.5215629935264587,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,7,metaphor about memory loss,0.5738766908645629,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,8,telomerase,0.5085144102573395,,
internal,delta,Your paired delta,weak,8,2.0,0.05,2048.0,9,regret about financial decisions,0.4899036467075348,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,0,exacerbate,0.15992084145545957,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,1,mitigate,0.18592875599861142,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,2,ameliorate,0.17290363907814024,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,3,Redis,0.14953931570053097,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,4,Kubernetes,0.16313480138778685,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,5,arbitrage,0.16320478916168207,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,6,PostgreSQL,0.16965709328651427,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,7,metaphor about memory loss,0.16498709917068474,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,8,telomerase,0.14547266662120814,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,2048.0,9,regret about financial decisions,0.18291551172733306,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,0,exacerbate,0.1906652152538299,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,1,mitigate,0.16570309698581692,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,2,ameliorate,0.1895679503679275,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,3,Redis,0.16713716387748714,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,4,Kubernetes,0.20626758038997645,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,5,arbitrage,0.14695007801055904,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,6,PostgreSQL,0.19191084206104275,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,7,metaphor about memory loss,0.18111523985862726,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,8,telomerase,0.16299254596233365,,
internal,std_L1,Your L1 mixed,weak,8,2.0,0.05,512.0,9,regret about financial decisions,0.18752421438693997,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,0,exacerbate,0.20522638261318202,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,1,mitigate,0.19631908833980558,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,2,ameliorate,0.18159436285495753,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,3,Redis,0.19909416437149044,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,4,Kubernetes,0.17248700857162472,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,5,arbitrage,0.17861662507057188,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,6,PostgreSQL,0.1480677425861358,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,7,metaphor about memory loss,0.19463883936405177,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,8,telomerase,0.15648210942745205,,
internal,topK20,Your TopK mixed,weak,8,2.0,0.05,512.0,9,regret about financial decisions,0.16376896202564234,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,0,exacerbate,0.9518325328826904,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,1,mitigate,0.9860408186912537,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,2,ameliorate,0.9192065238952637,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,3,Redis,0.9243483066558837,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,4,Kubernetes,0.9856061935424805,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,5,arbitrage,0.9933892130851746,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,6,PostgreSQL,0.9652393221855163,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,7,metaphor about memory loss,0.9305623054504395,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,8,telomerase,0.9744386196136474,,
internal,delta,Your paired delta,weak,8,2.0,0.05,512.0,9,regret about financial decisions,0.9359525918960572,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,0,exacerbate,0.23806901574134826,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,1,mitigate,0.1606593608856201,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,2,ameliorate,0.19961797893047328,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,3,Redis,0.15175983309745786,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,4,Kubernetes,0.175956106185913,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,5,arbitrage,0.1602515935897827,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,6,PostgreSQL,0.17475532889366147,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,7,metaphor about memory loss,0.1987836480140686,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,8,telomerase,0.15735812485218045,,
internal,rand_pair,Your random-pair,weak,8,2.0,0.05,512.0,9,regret about financial decisions,0.2006263971328735,,
public_sae,public_sae,Public JB SAE,weak,8,,,,0,exacerbate,0.36695390939712524,blocks.9.hook_resid_pre,637.0
public_sae,public_sae,Public JB SAE,weak,8,,,,1,mitigate,0.279350221157074,blocks.9.hook_resid_pre,16023.0
public_sae,public_sae,Public JB SAE,weak,8,,,,2,ameliorate,0.2922486662864685,blocks.9.hook_resid_pre,1552.0
public_sae,public_sae,Public JB SAE,weak,8,,,,3,Redis,0.3035065233707428,blocks.9.hook_resid_pre,11438.0
public_sae,public_sae,Public JB SAE,weak,8,,,,4,Kubernetes,0.31895312666893005,blocks.9.hook_resid_pre,6574.0
public_sae,public_sae,Public JB SAE,weak,8,,,,5,arbitrage,0.30235254764556885,blocks.9.hook_resid_pre,5212.0
public_sae,public_sae,Public JB SAE,weak,8,,,,6,PostgreSQL,0.22867578268051147,blocks.9.hook_resid_pre,3689.0
public_sae,public_sae,Public JB SAE,weak,8,,,,7,metaphor about memory loss,0.2744525372982025,blocks.9.hook_resid_pre,7719.0
public_sae,public_sae,Public JB SAE,weak,8,,,,8,telomerase,0.18662631511688232,blocks.9.hook_resid_pre,11226.0
public_sae,public_sae,Public JB SAE,weak,8,,,,9,regret about financial decisions,0.22457975149154663,blocks.9.hook_resid_pre,16329.0
